PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
4C133B4834,9/29/2017,14:01,"DME, RPR",YES,RATTLE,SUNNY/CLOUDY,6,33.1,31.5,SIGHT ,BASKING,TALUS,UNDER ROCK OVERHANG,RC DEN,322479,5435557,RC DEN,63,62.5,300,96,204,MALE,ADULT,NA,>100,>100,SW,SW,NO,14:18,SEPTEMBER 29 2017,SAME AS CAPTURE,0,
989001006112864,9/29/2017,14:01,"DME, RPR",YES,RATTLE,SUNNY/CLOUDY,6,33.1,31.5,SIGHT ,COILED,TALUS,UNDER ROCK OVERHANG,RC DEN,322479,5435557,RC DEN,2,57.4,190,65,125,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,14:18,SEPTEMBER 29 2017,SAME AS CAPTURE,0,TELEMETRY SNAKE- LUNA
989001006112815,9/29/2017,14:01,"DME, RPR",NO,RATTLE,CLOUDY,7,33.1,31.5,SIGHT,COILED,TALUS,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,2,40.4,111,65,46,MALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,14:20,SEPTEMBER 29 2017,SAME AS CAPTURE,0,
989001006650683,9/29/2017,14:01,"DME, RPR",NO,RATTLE,CLOUDY,7,33.1,31.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,4,53.4,241,105,136,MALE,ADULT,NA,>100,>100,SW,SW,NO ,14:53,SEPTEMBER 29 2017,SAME AS CAPTURE,0,BLED A LOT!
TOO SMALL,9/29/2017,15:12,"DME, RPR",NO,RATTLE,CLOUDY,9,25.1,25.5,SIGHT,MOVING ,TALUS,ON GRASS/ROCKS,RC DEN,322479,5435557,RC DEN,63,38.5,150,96,54,MALE,JUVENILE,NA,>100,>100,SW,SW,NO,15:20,SEPTEMBER 29 2017,SAME AS CAPTURE,0,
989001006650678,9/29/2017,15:35,"DME, RPR",NO,RACER,CLOUDY,9,24.3,24.9,SIGHT,MOVING,GRASSLAND,WITHIN ANTELOPE BRUSH,25M SW OF SHED SITE NEAR INTERPRETIVE TRAIL,322288,5435224,-,63,49.8,154,96,58,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,15:48,SEPTEMBER 29 2017,SAME AS CAPTURE,0,
989001006782056,10/2/2017,12:03,"DME, JM, EH",NO,RATTLE,SUNNY/CLOUDY,5,16.0,15.8,SIGHT,MOVING,TALUS,ON GROUND WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6,61,55.8,224,70,154,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,12:20,OCTOBER 02 2017,SAME AS CAPTURE,0,
989001004384272,10/2/2017,12:40,"DME, JM, EH",YES,RATTLE,SUNNY/CLOUDY,5,17.0,18.5,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6,50,64.5,285,120,165,MALE,ADULT,NA,>100,>100,SW,SW,NO,12:50,OCTOBER 02 2017,SAME AS CAPTURE,0,TRANSMITTER SNAKE- GOLF (2016)
TOO SMALL,10/2/2017,12:40,"DME, JM, EH",NO,RATTLE,SUNNY/CLOUDY,5,17.0,18.5,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN6 SATELLITE,322952,5435278,DEN 6,61,25.6,85,70,15,FEMALE,NEONATE,NA,>100,>100,SW,SW,NO,12:58,OCTOBER 02 2017,SAME AS CAPTURE,0,
989001006112882,10/3/2017,11:59,"DME, RPR",YES,RATTLE,SUNNY,0,19.1,20.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 8,322048,5435750,DEN 8,53,48.8,204,122,82,MALE ,SUB ADULT,NA,>100,>100,SW,SW,NO,12:09,OCTOBER 03 2017,SAME AS CAPTURE,0,"SHEDDING, SHED 3 TIMES SINCE APRIL, LOOKS SKINNY"
989001006650693,10/3/2017,13:06,"DME, RPR",NO,RATTLE,SUNNY,0,23.8,26.1,SIGHT,MOVING,TALUS,ON PINE NEEDLES,20M DOWNSLOPE RC DEN,322461,5435527,-,53,39.3,170,122,48,MALE,JUVENILE,NA,>100,>100,SW,SW,NO,13:20,OCTOBER 03 2017,SAME AS CAPTURE,0,
989001005710919,10/3/2017,13:37,"DME, RPR",YES,RATTLE,SUNNY,0,23.8,26.1,SIGHT,BASKING,TALUS,ON THE GROUND,RC DEN,322479,5435557,RC DEN,53,36.2,155,122,33,FEMALE,JUVENILE,NA,>100,>100,SW,SW,NO,13:49,OCTOBER 03 2017,SAME AS CAPTURE,0,
989001006650743,10/3/2017,13:27,"DME, RPR",NO,RATTLE,SUNNY,0,23.6,22.4,SIGHT,BASKING,TALUS,ON PINE NEEDLES,RC DEN,322479,5435557,RC DEN,51,50.7,186,105,81,MALE,ADULT,NA,>100,>100,SW,SW,NO,14:04,OCTOBER 03 2017,SAME AS CAPTURE,0,
