PIT Tag #,Date,Time,Researcher,Species,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Recapture Information,Hibernation Site
452f654a20,4/9/2005,10:57,JRB,Rattlesnake,Capt,Sound,Yes,Rock pile below den 05,3D diff,130,5.4,353,321763,5435899,Co01040905,Shrub-steppe,"Warm, Overcast",75,23.8,23.8,,Brown/yellow flowers,,,281,126,155,Male,Adult,,"Fuchsia, Royal blue, Blue bell",,In shed mode,,,,,,On the move,2005-142a,,
4552772b4c,4/9/2005,12:17,JRB,Rattlesnake,Capt,Sight,No,High desert S end,3D diff,104,4.7,329,321698,5435055,Co02040905,Shrub-steppe,"Warm, Overcast",100,23.4,26.3,,Grey bag,51.5,2.7,264,104,160,Female,Sub Adult,NA,"Fiesta yellow, Blue bell, Tango blue",Yes,,4/9/2005,14:25,JRB,,At capture location,On the move,2005-237,,
4604565942,6/9/2005,11:38,JRB,Rattlesnake,Capt,Sight,No,RS Pt,3D diff,10,3.2,283,320049,5436476,Co01060905,"Shrub-steppe, log","Warm, Sunny",25,24.1,26.5,,Orange/blue stripe,64.6,,411,124,287,Female,Adult,No,"Fiesta yellow, Blue bell, Deep aqua",Yes,,7/9/2005,15:07,JRB,1,At capture location,Under log,2005-238,,
4606681557,6/9/2005,11:38,JRB,Rattlesnake,05recap,Sight,No,RS Pt,3D diff,10,3.2,283,320049,5436476,Co01060905,"Shrub-steppe, log","Warm, Sunny",25,24.1,26.5,,,,,,,,,,,"Fiesta yellow, Deep aqua, Blue bell",,,,,,,Sighting only,Under log,2005-216a,,
45440a332c,9/9/2005,9:00,GC staff,Rattlesnake,05recap,Sight,Yes,7th fairway,3D diff,75,4.8,355,322560,5434700,,Grass,"Warm, Windy",100,,,,,,,381,108,273,Male,Adult,,"Fiesta yellow, Citrus green, Fuchsia",,,9/9/2005,11:29,JRB,,"529m at 322155, 5435042, 6.7",Coiled,2005-105b,,
Sighting,14/09/2005,11:11,JRB,Rattlesnake,Sight,Sight,No,Rancher den site,3D diff,16,5.2,461,322467,5435554,Co01140705,Rock slide,"Warm, Sunny",50,,,unmarked,,,,,,,,Juvenile,,,,,,,,,,Coiled,sighting,,
Sighting,14/09/2005,12:57,JRB,Rattlesnake,Sight,Sound,No,"Below, den 20",3D diff,40,4,340,321362,5435965,Co02140905,Shrub-steppe,"Warm, Cloudy",75,,,unmarked,,,,,,,,Juvenile,,,,,,,,,Sighting only,Coiled,sighting,,
Sighting,14/09/2005,16:43,JRB,Rattlesnake,Sight,Sight,No,WS N end,3D diff,15,4.9,278,320293,5436183,Co03140705,Shrub-steppe,"Warm, Overcast",100,,,unmarked,,,,,,,,Sub Adult,,,,,,,,,Sighting only,Coiled,sighting,,
452f654814,14/09/2005,18:00,JRB,Rattlesnake,05recap,Sight,Yes,High desert S end,3D gps,30,5.7,296,321824,5434826,,Shrub-steppe,"Warm, Overcast",100,,,,White plad,,,295,82,213,Male,Adult,NA,"Fuchsia, Deep aqua, Citrus green",No,,15/09/2005,15:47,JRB,1,At capture location,On the move,2005-11a,,
239,17/09/2005,12:38,CG staff,Rattlesnake,Capt,Sight,No,1st tee box,3D diff,60,4.3,335,322253,5434690,,Grass,"Warm, Sunny",25,,,,Pink/blue,35,2.2,159,103,56,,Juvenile,NA,Fiesta yellow,Yes,"No pit tag fall snakes will have a yellow tail mark only, recently fed, too small to probe",18/09/2005,13:45,JRB,1,"379m at 322148, 5435047, 7.1",Coiled,2005-239,,
433e490243,18/09/2005,14:29,JRB,Rattlesnake,05recap,Sight,Yes,"High desert, N end",3D diff,182,2.3,335,321603,5435472,Co01180905,Shrub-steppe,"Warm, Sunny",25,28.6,32.3,,,,,365,100,265,Male,Adult,NA,"Blue, red, white",No,"Old telem snake, looks good nice and healthy, tail also has trans blue and yellow, ribeye",,,,,Sighting only,On the move,Ribeye,,
4545061629,18/09/2005,15:09,JRB,Rattlesnake,05recap,Sight,Yes,High desert,3D diff,22,2.4,337,321927,5435373,,Shrub-steppe,"Warm, Sunny",25,30.6,30.6,Coiled with strider,,,,252.5,100,152.5,Female,Adult,No,"Fiesta yellow, Royal blue, Pt purple",No,,,,,,Sighting only,Coiled,2005-128a,,
4531160166,19/09/2005,16:00,GC staff,Rattlesnake,05recap,Sight,Yes,9th green,3D diff,110,4.2,335,322283,5434649,Co01190905,Grass,"Warm, Sunny",50,,,,Yellow flowers,,,358,108,250,Male,Adult,NA,"Fuchsia, Royal blue, Citrus green",,Recently fed,20/09/2005,13:41,JRB,1,"524m  at 321940, 5435048, 4.1",On the move,2005-93c,,
240,19/09/2005,12:46,CG staff,Rattlesnake,Capt,Sight,No,"Campground, unknown location",,,,,322,543,,Campground,"Warm, Sunny",50,,,,Striped,53.7,4.4,221,85,136,Male,Sub Adult,NA,Fiesta yellow,Yes,,20/09/2005,13:37,JRB,1,"Rancher creek distance unknown don't know exact capture loc, its ca. 500m  at 321951, 5435041, 5.4",On the move,2005-240,,
4313642554,21/09/2005,15:35,GC staff,Rattlesnake,Capt,Sight,Yes,GC unknown location,,,,,322,543,,Grass,"Warm, Sunny",25,,,,Blue flowers,60.9,3.6,325,94,231,Female,Adult,No,"Pink, Blue, Red",Yes,,22/09/2005,15:10,JRB,1,"Just N of centre at 322024, 5434951, 6.1",On the move,2005-241,,
44624a147b,22/09/2005,4:15,GC staff,Rattlesnake,Capt,Sight,Yes,5th fairway,3D diff,50,4.9,358,322435,5434846,,Grass,"Warm, Sunny",25,,,,White,69.9,4.4,455,94,361,Female,Adult,No,"Fuchsia, Car pink, Car pink",Yes,,24/09/2005,16:44,JRB,2,"322148, 5435046, 4.7",On the move,2005-242,,
243,24/09/2005,12:47,JRB,Rattlesnake,Capt,Sight,No,Den 22,,,,,322,543,,Rock outcrop,"Warm, Windy",0,26,24.3,,,64,5.3,350,100,250,Male,Adult,NA,Fiesta yellow,no,"In shed mode, forgot to get a photo at least 10 other snakes in hib site",24/09/2005,12:48,JRB,,At capture location,Basking at den,2005-243,,
244,24/09/2005,16:26,GC staff,Rattlesnake,Capt,Sight,No,golf course,,,,,322,543,,Grass,"Warm, Windy",0,,,Why am I getting no location info?  ,Yellow,59.9,4.6,327,153,174,Male,Sub Adult,NA,Fiesta yellow,Yes,,24/09/2005,16:45,JRB,,"321148, 5435046, 4.7",On the move,2005-244,,
245,25/09/2005,13:47,JRB,Rattlesnake,Capt,Sound,No,Below den 06,3D diff,60,5.5,348,321846,5435801,Co01250905,Pine stand,"Hot, Sunny",0,29.1,27.3,,,56,3.4,205,107,98,Female,Sub Adult,NA,Fiesta yellow,Yes,Very skinny,25/09/2005,13:48,JRB,,At capture location,On the move,2005-245,,
246,26/09/2005,15:35,JRB,Rattlesnake,Capt,Sight,No,Den 25,3D diff,75,5.5,382,320934,5437180,,Rock outcrop,"Warm, Sunny",50,29.2,27.9,,,60.2,5.5,285,107,178,Male,Adult,NA,Fiesta yellow,Yes,,26/09/2005,15:37,JRB,,At capture location,Basking,2005-246,,
247,26/09/2005,15:35,JRB,Rattlesnake,Capt,Sight,No,Den 25,3D diff,75,5.5,382,320934,5437180,,Rock outcrop,"Warm, Sunny",50,29.2,27.9,,,57.5,5,262,102,160,Male,Adult,NA,Fiesta yellow,Yes,,26/09/2005,15:37,JRB,,At capture location,Basking,2005-247,,
248,27/09/2005,12:14,JRB,Rattlesnake,Capt,Sight,No,Rancher Creek den,3D diff,25,3.6,467,322477,5435562,,Rock outcrop,"Warm, Sunny",0,22.8,24.7,,,46.5,3.9,190,100,90,Male,Sub Adult,NA,Fiesta yellow,Yes,"B+4, intact",27/09/2005,12:16,JRB,,At capture location,Basking,2005-248,,
249,27/09/2005,12:14,JRB,Rattlesnake,Capt,Sight,No,Rancher Creek den,3D diff,25,3.6,467,322477,5435562,,Rock outcrop,"Warm, Sunny",0,22.8,24.7,,,55.5,4.4,220,102,118,Male,Sub Adult,NA,Fiesta yellow,Yes,"B+5, I",27/09/2005,12:16,JRB,,At capture location,Basking,2005-249,,
