PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS,"ELEVATION, M"
456A3A6A67,08/19/2018,11:10,"DME, CRH",YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CG STORE,321500,5434733,NA,1,79.9,358,124,234,MALE,ADULT,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,17:20,2018/08/20,INTERP TRAIL BRIDGE,1,"SKINNY, RELEASED AT BRIDGE BECAUSE SHEDDING",
989001004384246,08/19/2018,11:10,"DME, CRH",YES,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CG STORE,321500,5434733,NA,BLUE EDGE,94,426,120,306,MALE,ADULT,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,17:20,2018/08/20,ANTELOPE BY 1ST BRIDGE,1,,
0A1367756F,08/20/2018,19:23,"DME, CRH",YES,RATTLE,DUSK/SMOKE,8,25.1,24.6,SOUND,COILED,INTERP TRAIL,SMALL SAGE,30M N 1ST BRIDGE,322122,5435103,NA,8,67.4,383,85,298,MALE,ADULT,NA,50,60,S,S,NO,19:29,2018/08/20,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB56-R26, 5 SHEDS SINCE PURPLE",
989001006782095,08/20/2018,20:00,"DME, CRH",NO,RATTLE,DUSK/SMOKE,9,25.5,23.3,SOUND,COILED,TALUS,ROCKS,2M S OF NYX ROOKERY,321946,5435893,NA,8,59.4,275,85,190,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,20:13,2018/08/20,SAME AS CAPTURE,0,"3 OVA DETECTED (DISSOLVED), ELEVATION: 416",
989001004384238,08/20/2018,21:05,"DME, CRH",YES,RATTLE,NIGHT,NA,21.9,21.8,SOUND,MOVING,SHRUB STEPPE/ FOREST,ROCK CLIFF,250M S DEN 26,320891,5436839,NA,8,66.5,341,85,256,MALE,ADULT,NA,>100,>100,S,S,NO,21:11,2018/08/20,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB57-ND22,
4C3C532859,08/20/2018,21:30,"DME, CRH",YES,RATTLE,NIGHT,NA,23,22.6,SOUND,COILED,CLIFF/TALUS,UNDER SMALL ROCK,DEN 26,320930,5437186,26,8,63.5,321,85,236,FEMALE,ADULT,GRAVID,>250,>250,S,S,NO,21:40,2018/08/20,SAME AS CAPTURE,0,"3 YOUNG DETECTED, 20M E OF CALLIOPE, ELEVATION: 394M",
900254001786029,08/20/2018,21:45,"DME, CRH",NO,RATTLE,NIGHT,NA,23.3,22.8,SIGHT,MOVING,MIXED ROCK/SHRUB SLOPE,ROCK CREVASSE,CALLIOPE ROOKERY,320942,5437208,NA,22,60.1,240,110,130,FEMALE,ADULT,POST-PARTUM,>250,>250,S,S,NO,22:00,2018/08/20,SAME AS CAPTURE,0,"NEONATE UNDER SNAKE, COMMUNAL ROOKERY SITE",
900254000267534,08/20/2018,23:00,"DME, CRH",NO,RATTLE,NIGHT,NA,21.1,21.5,SIGHT,COILED,CG SNAKE FENCE,OPEN SAND BESIDE FENCE,CG SNAKE FENCE,321369,5435369,NA,22,65.2,324,110,214,MALE,ADULT,NA,50,50,W,W,YES,23:10,2018/08/20,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB58-SF10, SHEDDING",
989001006782048,08/21/2018,20:30,"DME, CRH",YES,RATTLE,DUSK/SMOKY,4,24.1,25.1,SOUND,MOVING,GOLF COURSE,SAGE/MILKWEED,BESIDE 2ND HOLE CARTPATH,322291,5434941,NA,5,53.9,255,125,130,MALE,ADULT,NA,100,125,W,W,NO,20:41,2018/08/21,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB59-R27, 5 SEGMENTS PLUS BUTTON, SHEDDING, BLUE EYE",
0A180D5F62,08/22/2018,15:30,"DME, CRH",YES,RATTLE,SUN/CLOUD/SMOKE,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INTERP TRAIL,GROUND IN TEEPEE,TEEPEE IN VILLAGE,321979,5435376,NA,PLAIN WHITE,68.7,368,126,242,MALE,ADULT,NA,>100,>100,SW,SW,NO,17:56,2018/08/22,VILLAGE RIPARIAN AREA,0,,
0A180D5F30,08/23/2018,10:18,"DME, CRH",YES,RATTLE,SUN/SMOKE,8,21.4,23.8,SIGHT,COILED/BASKING,GOLF COURSE,TALL GRASS JUST OFF FAIRWAY,4TH FAIRWAY,322429,5434716,NA,103,58.1,274,101,173,FEMALE,ADULT,NON GRAVID,150,175,W,W,NO,10:27,2018/08/23,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB60-R28,
900254000305505,08/24/2018,12:40,"DME, CRH",NO,RATTLE,SUN/CLOUD/SMOKE,9,27.8,30.3,SOUND,COILED/BASKING,TALUS,ROCKS/PINE NEEDLES,DEN 26,320929,5437191,DEN 26,103,57.6,265,99,166,FEMALE,ADULT,GRAVID,>100,>100,S,S,NO,12:52,2018/08/24,SAME AS CAPTURE,0,"3 NEONATES DETECTED INSIDE HER, ELEVATION: 396",
989002009081382,08/24/2018,13:35,"DME, CRH",NO,RATTLE,SUN/CLOUD/SMOKE,8,28,29.1,SIGHT,COILED/BASKING,TALUS,ROCKS/SUMAC,400M S OF DEN 26,320906,5436788,NA,103,60.6,282,99,183,MALE,ADULT,NA,>100,>100,S,S,NO,13:55,2018/08/24,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLES: OB61-ND23, SHEDDING, SKINNY, BAGGY SKIN",
900254001812826,08/24/2018,14:00,"DME, CRH",NO,RATTLE,SUN/SMOKE,6,28,29.1,SIGHT,COILED/BASKING,TALUS,ROCKS/SUMAC,400M S OF DEN 26,320906,5436788,NA,103,77,480,99,381,MALE,ADULT,NA,>100,>100,S,S,NO,14:18,2018/08/24,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB62-N24, SHEDDING",
900254001223169,08/25/2018,12:42,"DME, CRH",NO,RATTLE,CLOUDY/SMOKE,9,22.9,24.1,SIGHT,STRETCHED/BASKING,GOLF COURSE,TALL GRASS,NE EDGE OF FAIRWAY 6,322568,5435045,NA,63,61,266,98,168,MALE,ADULT,NA,150,150,S,S,NO,12:53,2018/08/25,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB63-R29,
900254000903686,08/25/2018,13:35,"DME, CRH",NO,RATTLE,CLOUDY/SMOKE,9,24.1,24,SOUND,COILED/BASKING,GOLF COURSE,ANTELOPE,W EDGE 7TH GREEN,322541,5434707,NA,63,55,285,98,187,FEMALE,ADULT,NON-GRAVID,50,50,E,E,NO,13:50,2018/08/25,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB64-R30, STRANGE LUMPS IN STOMACH AREA, NOT OVA, TOO SMALL, NOT UNIFORM",
989001006650693,08/25/2018,14:00,"DME, CRH",YES,RATTLE,CLOUD/SMOKE,9,21,22.1,SIGHT,MOVING,GOLF COURSE,ANTELOPE,E EDGE 5TH TEE,322528,5434716,NA,50,51.2,255,123,132,MALE,ADULT,NA,75,75,W,W,NO,14:08,2018/08/25,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB65-R31, 3 PLUS BUTTON, YOUNG SNAKE",
0A1367756A,08/26/2018,15:35,"DME, CRH",YES,RATTLE,CLOUD/SMOKE,7,23,23.6,SIGHT,COILED/BASKING,GOLF COURSE,ANTELOPE,E EDGE 4TH FAIRWAY,322456,5434684,NA,GOLD,62.3,288,59,229,FEMALE,ADULT,NON-GRAVID,150,150,NW,NW,NO,15:42,2018/08/26,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB66-R32,
989001006782044,8/27/2018,11:27,"DME, CRH",NO,RATTLE,SUNNY,1,21.6,21,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND SUMAC,400M S OF DEN 26,320908,5436789,NA,71,64,238,68,169,MALE,ADULT,NA,>250,>250,S,S,NO,11:41,2018/08/27,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE:OB67-ND25, RATTLE FELL OFF DURING CAPTURE",
989002009521422,8/27/2018,12:00,"DME, CRH",NO,RATTLE,SUNNY,1,24.5,24.8,SIGHT,COILED/BASKING,SHRUB STEPPE,WITHIN ROCKS,>250M S OF DEN 26,320960,5436622,NA,71,65.7,189,69,120,MALE,ADULT,NA,>250,>250,S,S,NO,12:05,2018/08/27,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB68-ND26,
989002008357723,9/3/2018,17:20,"DME, JB, MB",NO,RATTLE,SUNNY/CLOUDY,2,25.2,26.6,SIGHT,MOVING,SHRUB STEPPE,ON GROUND WITHIN GRASS,150M NE DEN 8,321875,5435734,NA,103,64.7,340.9,98,242,MALE,ADULT,NA,>100,>100,S,S,NO,17:30,2018/09/03,SAME AS CAPTURE,0,,
0A13677552,9/3/2018,18:10,"DME, MB, JB",YES,RATTLE,SUNNY,1,25.1,23.6,SIGHT,MOVING,GOLF COURSE,ON GOLF CART PATH,40M S OF 2ND HOLE,322342,5434922,NA,51,61.7,235,104,131,FEMALE,ADULT,POST-PARTUM,75,75,W,W,NO,18:22,2018/09/03,SAME AS CAPTURE,0,SHED TWICE SINCE 2017,
484E7A663C,9/4/2018,14:19,"DME, KGH",YES,RATTLE,SUNNY,1,28.3,26.8,SIGHT ,MOVING,GOLF COURSE,UNDER LARGE ROCK,7TH T-BOX SHED SITE,322664,5435055,NA,22,80.65,456,110,346,MALE,ADULT,NA,150,150,S,S,NO,14:37,2018/09/04,SAME AS CAPTURE,0,1 SHED SINCE CAP EARLY THIS YEAR,
900254000510730,9/6/2018,13:15,"DME, KGH",NO,RATTLE,SUNNY,1,30.2,36.3,SOUND,COILED/HIDING,TALUS,WITHIN SMALL ROCKS,20M DOWNSLOPE RC DEN,322471,5435549,NA,GREEN NEW,57.6,255,108,147,MALE,ADULT,NA,>100,>100,SW,SW,NO,13:32,2018/09/06,SAME AS CAPTURE,0,,
989001006782049,9/8/2018,13:07,"DME, KGH ",NO,RATTLE,SUNNY/SMOKEY,4,29.7,30.5,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,4M UPSLOPE DEN 6 SATELLITE ,322985,5435263,SATELLITE DEN 6,2,89.3,650,115,535,MALE ,ADULT,NA,>150,>150,W,W,NO,13:30,2018/09/08,SAME AS CAPTURE,0,"SHEDDING, STRESSED",
989002009031844,9/9/2018,10:14,"DME, KGH",NO,RATTLE,SUNNY,2,23,23.3,SOUND ,MOVING ,GRASSLAND,SNAKE FENCE IN SAGEBRUSH,CG SIDE OF FENCE 150M S OF CAMP,321209,5435572,NA,99,62.4,332,109,223,FEMALE,ADULT,NON GRAVID,>100,>100,N,N,YES,10:35,2018/09/09,15M W OF FENCE,0,FOOD IN STOMACH,
NONE GIVEN- TOO SMALL,9/9/2018,15:30,"DME, KGH",NO,RATTLE,CLOUDY,6,25.1,29.2,SIGHT,COILED,TALUS,UNDER ROCK LEDGE,RC DEN ENTRANCE,322479,5435557,RC DEN ,WHITE PILLOW,26,145,125,20,UNKNOWN,NEONATE,NA,>100,>100,S,S,NO,15:35,2018/09/09,SAME AS CAPTURE,0,"FOOD IN BELLY, POOPED",
989002010653355,9/9/2018,16:30,"DME, KGH",NO,RATTLE,CLOUDY,7,27.5,28.8,SIGHT,COILED,OPEN FOREST,ON GROUND ,INTERPRETIVE TRAIL CLOSE TO VILLAGE,322054,5435264,NA,WHITE PILLOW,58.4,300,125,175,FEMALE,ADULT,NON GRAVID,>100,>100,S,S,NO,16:45,2018/09/09,SAME AS CAPTURE,0,BLED A LOT BUT CONTROLLED AFTER A COUPLE MINUTES AND SEEMED ALERT,
989001005710935,9/13/2018,12:21,"DME, PSH",YES,RATTLE,SUNNY,3,22,26.9,SIGHT ,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,1,57.35,276,125,151,MALE,ADULT,NA,>100,>100,S,S,NO,12:36,2018/09/13,SAME AS CAPTURE,0,"3 SHEDS SINCE 2016, 4 PLUS A BUTTON",
989002009532208,9/13/2018,12:21,"DME, PSH",NO,RATTLE,SUNNY,3,22,26.9,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,1,52.2,250,125,125,FEMALE,SUB-ADULT,NON GRAVID,>100,>100,S,S,NO,13:15,2018/09/13,SAME AS CAPTURE,0,3 PLUS A BUTTON,
989002009157004,9/13/2018,12:21,"DME, PSH",NO,RATTLE,SUNNY,3,22,26.9,SOUND,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,WHITE PILLOW,467,210,126,84,MALE,SUB ADULT,NA,>100,>100,S,S,NO,13:06,2018/09/13,SAME AS CAPTURE,0,3 PLUS A BUTTON,
989002009615657,9/13/2018,15:03,"DME, PSH",NO,RACER,CLOUDY,7,23.4,26.8,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,WHITE PILLOW,54.3,190,126,64,MALE,ADULT,NA,60,60,S,S,NO,15:24,2018/09/13,SAME AS CAPTURE,0,,
989001006112897,9/13/2018,15:40,"DME, PSH",YES,RATTLE,RAIN,8,19.5,21.7,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,28,57.4,290,115,175,FEMALE,ADULT,NON GRAVID,100,100,W,W,NO,15:49,2018/09/13,SAME AS CAPTURE,0,,
TOO SMALL TO PIT TAG,9/16/2018,14:00,"DME, PSH",NO,RATTLE,RAIN,9,18,19,SIGHT,MOVING,OPEN FOREST,INTERP TRAIL ,30M NW SHED SITE ALONG INTERP TRAIL,322181,5435296,NA,22,27.2,128,111,17,FEMALE,NEONATE,NA,>100,>100,S,S,NO,14:15,2018/09/16,SAME AS CAPTURE,0,,
989002009010229,9/17/2018,13:09,"DME, PSH",NO,RATTLE,SUNNY,2,32.8,26.3,SIGHT ,MOVING,SHRUB STEPPE,UNDER ROCK OVERHANG,LILY'S ROOKERY ,322735,5435229,NA,2,40.65,110,65,45,FEMALE,JUVENILE,NA,>100,>100,S,S,NO,13:15,2018/09/17,SAME AS CAPTURE,0,"1 PLUS A BUTTON, 2 SHEDS AT ROCK NEXT TO HER (OLD)",
989001006782012,9/17/2018,14:40,"DME, PSH",NO,RATTLE,SUNNY,1,21.1,22.6,SIGHT,COILED/BASKING,TALUS,IN ROCK CREVICE,DEN 6,322936,5435286,DEN 6,71,50.55,165,58,107,FEMALE,SUBADULT,NON GRAVID,>100,>100,SW,SW,NO,14:56,2018/09/17,SAME AS CAPTURE,0,3 PLUS A BUTTON,
4C132C3146,9/18/2018,14:05,"DME, PSH",YES,RATTLE,SUNNY,1,26.6,33,SIGHT ,COILED/HIDING,TALUS,UNDER ROCK OVERHANG,15M DOWNSLOPE RC DEN ,322471,5435532,RC DEN,26,71.45,428,110,318,MALE,ADULT,NA,>100,>100,S,S,NO,14:15,2018/09/18,SAME AS CAPTURE,0,DENT IN SIDE OF BODY- INTERNAL (OLD?),
989002009563865,9/18/2018,14:51,"DME, PSH",NO,RATTLE,SUNNY,1,26.4,30.5,SOUND,COILED/BASKING,OPEN FOREST,WITHIN ROCKS AND LOGS,WITHIN RIPARIAN AND CHOPPED TREES NEAR RANCHER CREEK,322400,5435453,NA,63,57.85,265,96,169,MALE,ADULT,NA,>100,>100,SW,SW,NO,15:09,2018/09/18,SAME AS CAPTURE,0,5 PLUS A BUTTON,
989001006782035,9/18/2018,15:20,"DME, PSH",NO,RATTLE,SUNNY,1,23.5,25.3,SOUND,MOVING,OPEN FOREST,WITHIN PINE NEEDLES AND ROCKS,10M SW CHOPPED TREES AND RANCHER CREEK,322405,5435433,NA,22,41.65,169,111,58,FEMALE,JUVENILE,NA,>100,>100,S,S,NO,15:24,2018/09/18,SAME AS CAPTURE,0,1 PLUS A BUTTON,
989001006112841,9/18/2018,15:49,"DME, PSH",YES,RATTLE,SUNNY,1,23,24.4,SIGHT ,COILED/BASKING,OPEN FOREST,UNDER ROCK LEDGE,INTERPRETIVE TRAIL SHED SITE,322274,5435285,NA,26,69.35,248,116,238,MALE,ADULT,NA,>100,>100,SW,SW,NO,15:59,2018/09/18,SAME AS CAPTURE,0,"2 SHEDS SINCE 2018 CAPTURE, FOOD IN STOMACH",
989002009563865,9/25/2018,13:49,"DME, JH",YES,RATTLE,SUNNY,2,27.3,35,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,RC DEN ,322479,5435557,RC DEN,FLOWER,57.3,240,70,170,MALE ,ADULT,NA,>100,>100,SW,SW,NO,14:00,2018/09/25,SAME AS CAPTURE,0,,
989001005040821,9/25/2018,13:49,"DME, JH",YES,RATTLE,SUNNY,2,27.3,35,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,FLOWER,66.4,294,70,224,MALE ,ADULT,NA,>100,>100,SW,SW,NO,14:10,2018/09/25,SAME AS CAPTURE,0,5 SHEDS SINCE 2016 ( FOUND AT CG DOG BEACH IN 2016),
989001006650743,9/25/2018,13:49,"DME, JH",YES,RATTLE,SUNNY,2,27.3,35,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,RC DEN ,322479,5435557,RC DEN,FLOWER,59.3,229,70,159,MALE ,ADULT,NA,>100,>100,SW,SW,NO,14:19,2018/09/25,SAME AS CAPTURE,0,"4 PLUS A BUTTON, SHED ONCE SINCE 2017",
900254000867104,9/25/2018,13:49,"DME, JH",NO,RATTLE,SUNNY,2,27.3,35,SOUND,COILED,TALUS,WITHIN ROCK CREVICE,RC DEN,322479,5435557,RC DEN,FLOWER,49.5,160,70,90,MALE,SUB ADULT,NA,>100,>100,SW,SW,NO,14:33,2018/09/25,SAME AS CAPTURE,0,"SHEDDING, 4 PLUS A BUTTON",
900254000310215,9/25/2018,13:49,"DME, JH",NO,RATTLE,SUNNY,2,27.3,35,SIGHT,COILED/BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,FLOWER,36.2,108,70,38,FEMALE,JUVENILE,NA,>100,>100,SW,SW,NO,14:44,2018/09/25,SAME AS CAPTURE,0,,
989001005710945,9/27/2018,11:21,DME,YES,RATTLE,SUNNY,2,24.2,24.5,SIGHT,BASKING,SHRUB STEPPE,WITHIN ROCKS,75M DOWNSLOPE DEN 8,322061,5435697,DEN 8,2,63.9,281,78,203,FEMALE,ADULT,NA,>100,>100,SW,SW,NO,11:30,2018/09/27,SAME AS CAPTURE,0,"JUST ATE, 11 RATTLE SEGMENTS",
900254000966784,9/27/2018,11:46,DME,NO,RATTLE,SUNNY,2,24.2,24.5,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,50M DOWNSLOPE DEN 8,322061,5435697,DEN 8,2,UNKNOWN,223,78,145,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,NO,11:55,2018/09/27,SAME AS CAPTURE,0,,
989001006782017,9/27/2018,12:11,DME,YES,RATTLE,SUNNY,2,27.6,27.6,SOUND,COILED/HIDING,TALUS,MEDIUM ROCK,15M SW OF DEN 8,322053,5435740,DEN 8,2,55.5,230,78,152,FEMALE,ADULT,4 OVA DET,>100,>100,SW,SW,NO,12:21,2018/09/27,SAME AS CAPTURE,0,,
989001006782053,9/27/2018,12:25,DME,YES,RATTLE,SUNNY,2,27.6,27.6,SOUND,COILED UNDER ROCK,TALUS,UNDER SMALL ROCK,DEN 8,322048,5435750,DEN 8,51,57.3,286,100,186,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,NO,12:36,2018/09/27,SAME AS CAPTURE,0,,
989001006112875,9/27/2018,12:57,DME,YES,RATTLE,SUNNY/CLOUDY,4,30.1,32.3,SOUND,MOVING,TALUS,WITHIN ROCKS AND SUMAC,20M W OF DEN 8,322030,5535730,DEN 8,2,55.3,201,78,123,MALE ,ADULT,NA,>100,>100,SW,SW,NO,13:11,2018/09/27,SAME AS CAPTURE,0,"4 SHEDS SINCE 2017, BROWN PAINT ON BUTTON, 5 PLUS A BUTTON",
989001006112841,9/27/2018,14:00,DME,YES,RATTLE,SUNNY/CLOUDY,3,31,33.9,SIGHT,COILED/BASKING,TALUS,UNDER ROCK LEDGE,20M DOWNSLOPE RC DEN ENTRANCE,322472,5435537,RC DEN,1,67.5,536,121,415,MALE ,ADULT,NA,>100,>100,SW,SW,NO,14:28,2018/09/27,SAME AS CAPTURE,0,SHED TWICE SINCE 1ST 2018 CAPTURE,
TOO SMALL TO PIT TAG,9/27/2018,14:00,DME,NO,RATTLE,SUNNY/CLOUDY,3,31,33.9,SIGHT,COILED/BASKING,TALUS,ROCK CREVICE,RC DEN,322479,5435557,RC DEN,51,26.4,120,102,18,UNKNOWN,NEONATE,NA,>100,>100,SW,SW,NO,14:28,2018/09/27,SAME AS CAPTURE,0,,
900254001316268,9/27/2018,14:50,DME,NO,RACER,SUNNY/CLOUDY,4,27.8,31.1,SIGHT ,MOVING,OPEN FOREST,GRASS/ROCKS,15M SE OF INTERP TRAIL SHED SITE,322274,5435285,NA,1,64.5,211,121,90,FEMALE,ADULT,NON GRAVID,100,100,S,S,NO,15:03,9/27/2018,SAME AS CAPTURE,0,,
989002009625632,9/27/2018,15:00,DME,NO,GOPHER,SUNNY/CLOUDY,4,27.8,29.9,SIGHT ,MOVING,OPEN FOREST,WITHIN ROCK PILE,INTERPRETIVE TRAIL SHED SITE,322274,5435285,NA,1,97.2,500,121,379,FEMALE,ADULT,NON GRAVID,100,100,S,S,NO,15:16,9/27/2018,SAME AS CAPTURE,0,,
